"id","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"084001460",257.9426354373537,251.18596856012482,259.7574088222372,276.7923976405222,"0.593",0.26
"031001899",227.94267064713821,224.11194580421903,228.5409007468126,232.3177987270359,"0.048",0.054
"034001464",257.96947092885046,215.4254289943308,213.36312828274467,196.28587396667638,"0.770",0.85
"054000950",308.7041409453128,228.40455508011155,323.47562040175734,221.54500618677204,"0.834",0.594
"013001503",109.67887299543831,243.11895483654666,92.20558356525427,247.23391571387683,"0.298",0.052
"034001133",155.66627339392363,200.8331502446993,185.62024283287343,200.30199866100043,"0.792",0.518
"035003078",239.7166468936275,195.29904320146272,226.05695009358917,201.16046584749574,"0.896",0.659
"011000016",79.28188155640196,228.2280603671407,90.93330611917023,233.48425985039526,"0.020",0.394
"011000149",97.27846286698096,245.0540615207138,97.4985504983488,235.08527715411213,"0.014",0.938
"034002290",202.6470953193083,263.76249889590207,190.90576100322156,208.16296776649136,"0.825",0.093
"083001858",276.3887697097138,247.53502282283728,288.76972579593433,275.80928749337403,"0.478",0.866
"114000632",411.08498792558777,393.86948289403796,413.1556808702113,390.4752167890366,"0.662",0.99
"134000094",449.1566617415735,486.0006776205009,453.31034908000277,484.8636699747957,"0.777",0.437
"043000082",286.4116436224828,160.80786772163347,287.5362432117194,163.3207942444841,"0.385",0.909
"081000517",299.86926405697375,297.6644364736169,287.67463102547623,273.3757799100049,"0.029",0.766
"182000001",645.2719918119969,734.2047880937868,638.0748038448761,737.4484297871612,"0.142",0.503
"034001453",255.0024002888024,232.49291986882338,212.7919069509933,201.316172812627,"0.703",0.601
"034001725",161.39766114677806,230.89816964319687,187.54774055060435,203.50351545678407,"0.655",0.657
"054001540",291.445134196887,213.36800549459022,321.8745718307792,202.45164369640696,"0.693",0.224
"123000193",396.76681489187234,508.9638094227159,396.73633233268885,509.049115136637,"0.494",0.707
"083001058",282.90510464151885,287.21730244003265,283.95927111372947,284.6227725037749,"0.344",0.469
"074000085",138.4152296885018,308.3361475385693,141.5913612379303,305.5978873130467,"0.614",0.68
"031001329",239.5859412532378,213.0033404022604,228.98914298913465,228.26142412092668,"0.026",0.084
"013000513",90.93544420515849,223.56166663266683,77.49235756637368,237.35847362087142,"0.276",0.319
"034002601",248.56186928413763,186.8892085768465,215.1532694356179,190.03895081239662,"0.661",0.625
"113000654",389.390787206744,400.0188170136722,404.34840329823584,390.6630232721282,"0.176",0.867
"033001911",196.5644437717603,163.28521377018734,191.10698918580823,213.199921317777,"0.157",0.393
"035003101",192.38358518315454,180.39919416016085,225.9084715339177,199.10213581764484,"0.948",0.601
"031000699",249.881421349884,234.4625273579378,232.05500425041433,227.2475729985859,"0.016",0.048
"083000421",242.58633564224058,284.7423215581475,267.6626404466106,293.10638583805945,"0.437",0.702
"053000676",335.3975569647306,187.38224032754633,313.6716171692289,206.77369910294198,"0.264",0.92
"054001348",325.44368592851646,211.91509895210555,334.61489031448986,205.7554001013633,"0.610",0.847
"113000034",391.06216259319575,402.07601540853346,403.7826378286637,390.30950918526145,"0.449",0.093
"035000338",162.2528965639819,200.51193313948278,213.7797705806725,203.1356666357456,"0.965",0.796
"033004745",181.04450554875683,223.27079131001136,181.3231434999918,229.31576561241684,"0.285",0.128
"092000152",295.98050475089804,390.2247707802672,291.052330542137,389.8065848281593,"0.105",0.013
"033003510",247.095355169704,231.91780330863955,204.67772345611928,234.4696888153521,"0.520",0.941
"033000905",162.67182792369442,223.9017205459437,186.64200968329664,230.5708278419486,"0.334",0.747
"093000424",278.72325124012804,379.626785116996,279.0585125564734,403.28590473381155,"0.159",0.492
"114000777",419.968700826422,388.5718866598974,409.4669033760642,394.6654467685132,"0.798",0.524
"033000958",202.360375638466,238.9298834542567,207.82251408495375,232.78241024968582,"0.499",0.916
"084002048",240.6326484019109,294.58788589974347,262.6805914864951,284.9947343304135,"0.707",0.311
"031001833",233.11039314249473,242.77188522377648,227.9950836320255,221.1229401424322,"0.023",0.1
"035001945",180.4834868266582,203.73653289634262,223.8625804977033,204.045038542061,"0.915",0.791
"093000233",277.19016265411835,384.74331418864483,281.25664009913584,390.9767091907136,"0.408",0.48
"031001858",237.88367047210141,219.4088169028086,221.97823858368164,226.2482670046524,"0.019",0.596
"013000328",58.823593633042535,235.79007949679314,75.32044815468079,238.92482923545015,"0.310",0.429
"035000247",157.44969203611262,207.0836981236779,218.86412257787802,202.904323805396,"0.895",0.534
"033003074",241.76829517980858,248.09508773706787,207.01629073555932,235.02095251606497,"0.421",0.991
"035003622",162.50701982664623,219.83820768065743,225.58146835804183,193.61217574516408,"0.970",0.078
"084000697",246.87272711138476,292.1038936858156,259.2066414627079,289.4574630849863,"0.669",0.304
"034000484",256.1633612130097,215.97955909247028,211.9011537594467,196.69961043833092,"0.885",0.232
"033002172",218.91038852975424,265.1406278905069,206.70340134462398,239.2660752099466,"0.369",0.753
"134000070",456.2768062341957,474.5106520715775,453.84635788958093,481.3017993182279,"0.548",0.364
"084001192",293.52158233644093,270.56264883101915,271.43913288743244,277.0551109245848,"0.650",0.747
"164000014",639.1792941652571,575.6436832923307,632.9882492099179,578.8735321637579,"0.874",0.731
"034000576",231.91563124818163,171.63928803632757,200.92128503508732,200.41024030800043,"0.847",0.421
"032000470",192.8552885850997,184.7082867420458,216.3322122556622,214.95869458010011,"0.142",0.882
"114000608",395.30215486704117,403.4291944436185,404.25317449388535,400.1438787428305,"0.674",0.786
"113000121",426.5694230885051,393.3623422112683,410.9672064854508,385.7185815079165,"0.245",0.796
"044000306",281.6701173521867,150.06443835356407,294.06779298651145,150.81085833380735,"0.560",0.171
"073000206",122.92869964933539,307.3033792261314,135.66136999153647,297.5113116118638,"0.384",0.621
"033005116",158.61885852033927,194.6824317404532,174.50848696775466,219.48735806581652,"0.172",0.22
"032000935",257.2409082453265,213.9792954447484,222.72749840304638,218.16355423709274,"0.128",0.66
"032000882",220.92046926962647,178.6042228144341,215.57655710019316,207.76654126403548,"0.133",0.908
"044000588",285.30295253256486,152.78126635582544,290.54464294170987,154.50406288906728,"0.657",0.195
"084002203",271.0791022333466,308.57651105283605,267.4866901438843,297.82820363533824,"0.552",0.129
"031001848",181.8190458534822,257.3394472398271,222.155129345783,234.95894359072875,"0.017",0.854
"053000054",336.90962421023977,223.8770779208994,316.64511970457886,217.30318915225746,"0.281",0.458
"033002974",222.75406494297007,240.92311451468376,197.8402941263383,231.42433930681915,"0.527",0.726
"033000753",179.7849100933696,239.148912593163,202.51936718482375,221.65770571831624,"0.185",0.368
"033002440",173.71307340418582,215.89212488843182,188.3220368216071,224.46755757996465,"0.269",0.818
"024000119",45.04950800354763,198.26841155084423,45.66503983431882,204.3423829998293,"0.778",0.475
"083001451",307.80373562416315,297.74722220613353,291.0881988803137,293.37734231488963,"0.211",0.056
"113000537",398.04727569733393,379.8233831814956,403.58269126946425,384.9381200315283,"0.314",0.321
"082000163",294.83697270652783,303.99902856534123,273.7193929817065,271.74814510621593,"0.121",0.592
"063000047",402.64097610219983,185.4087462957139,395.99763665782336,178.31893257675813,"0.431",0.656
"094000394",297.77205216664686,383.5633194657277,283.11488361891526,387.7586158288975,"0.833",0.567
"054002095",307.4541642013916,206.74803628235642,326.9404620399219,200.53157033432447,"0.694",0.259
"031001878",178.60411694202054,219.3029160368324,230.74777065538294,233.54135481044554,"0.036",0.693
"033006712",210.6889405964662,259.57294131243344,200.68020457690668,241.1196758416641,"0.187",0.495
"054001486",297.4773861964165,225.45534562714502,327.7899023533954,216.70302744956734,"0.847",0.694
"035002644",227.32966962180652,168.9518125583645,233.6876756200499,191.07778544247435,"0.956",0.871
"033003135",222.56752527453682,171.52262958851108,198.4912004530678,219.5693187211179,"0.463",0.101
"033007237",200.93738041118442,264.1767257159211,189.71305735876,239.63735187699112,"0.202",0.961
"081000480",309.0896400826303,287.6062074883141,284.547540453186,269.6289942977921,"0.083",0.985
"074000199",135.9684057474158,315.0833908212589,141.09727026604338,308.03598779904496,"0.600",0.904
"055000073",303.7201516864315,232.0782187158589,307.28736576815396,205.84095941649474,"0.981",1
"044000441",293.20760399745717,172.0654595781128,294.54657643483864,153.51925400723366,"0.848",0.05
"033006580",206.70940263421832,211.75321254290952,195.58725390360394,226.80091281184903,"0.266",0.301
"053000633",341.6407453917401,210.73622388132722,321.2359615127524,216.43094236319092,"0.285",0.479
"084000962",244.30211175597583,289.4819780462189,253.8659451446748,285.7471821072087,"0.879",0.604
"034001740",226.34078646786614,178.72587322239275,201.90875199197214,183.4562479411835,"0.623",0.761
"054002073",350.6317761977365,219.8595017484815,335.7261021895309,213.92574342090302,"0.663",0.518
"034002260",210.71654082931542,265.91629779753,202.23080153757394,210.06107915258937,"0.683",0.892
"034004521",198.37390769222458,257.5003559554311,204.61938414288971,203.13738212366246,"0.662",0.842
"013001027",73.6715879520189,252.97784266944745,73.65096358120836,252.41787667106897,"0.228",0.862
"033002370",186.35034593025046,217.27612288780603,188.74438574678723,228.34460666628127,"0.261",0.012
"054001437",304.87781033005666,182.04236270945475,319.3122296627271,202.62041550066687,"0.649",0.884
"013002035",82.173854764316,237.04353953934697,86.5544308316727,243.84620139192734,"0.439",0.474
"051000110",348.0013283816199,214.06574195869723,314.8051401558041,198.46810615619094,"0.048",0.299
"035000956",241.40094021390092,215.9257702449995,233.38334624329346,194.67981076731346,"0.984",0.136
"052000020",293.1652011048839,208.73020711386158,317.6019662909708,195.50022812447767,"0.103",0.989
"034001226",175.10538368181332,171.48246800499075,190.01933450351856,188.036439875513,"0.555",0.162
"162000001",638.0671039655277,572.1568722387788,636.2361095759021,568.3486995305446,"0.112",0.654
